key 	 Omega 	 dN 	 dS 
OGs_OG0003077_Gbi_Lko.aln	0.0203	0.0774	3.8161
OGs_OG0004889_Gbi_Lko.aln	0.1655	0.3673	2.2197
OGs_OG0003638_Gbi_Lko.aln	0.0512	0.0975	1.9069
OGs_OG0006544_Gbi_Lko.aln	0.02	0.0894	4.4756
OGs_OG0010002_Gbi_Lko.aln	0.0944	0.34	3.6016
OGs_OG0003226_Gbi_Lko.aln	0.038	0.1367	3.5946
OGs_OG0003655_Gbi_Lko.aln	0.0018	0.0046	2.5634
OGs_OG0005006_Gbi_Lko.aln	0.1239	0.4864	3.9257
OGs_OG0005481_Gbi_Lko.aln	0.0263	0.1194	4.538
OGs_OG0004408_Gbi_Lko.aln	0.0308	0.1285	4.1698
OGs_OG0002185_Gbi_Lko.aln	0.0229	0.1174	5.138
OGs_OG0004819_Gbi_Lko.aln	0.1111	0.2913	2.6227
OGs_OG0005812_Gbi_Lko.aln	0.0636	0.4013	6.3084
OGs_OG0004788_Gbi_Lko.aln	0.0395	0.1887	4.7817
OGs_OG0003851_Gbi_Lko.aln	0.1104	0.2078	1.8823
OGs_OG0013580_Gbi_Lko.aln	0.3985	0.4931	1.2374
OGs_OG0004248_Gbi_Lko.aln	0.035	0.1491	4.2566
OGs_OG0009630_Gbi_Lko.aln	0.0835	0.27	3.235
OGs_OG0005782_Gbi_Lko.aln	0.0758	0.0721	0.9516
OGs_OG0003146_Gbi_Lko.aln	0.0013	0.1308	99.0
OGs_OG0004150_Gbi_Lko.aln	0.0702	0.3048	4.3406
OGs_OG0013653_Gbi_Lko.aln	0.1545	0.1264	0.8183
OGs_OG0004930_Gbi_Lko.aln	0.0401	0.1508	3.7566
OGs_OG0005209_Gbi_Lko.aln	0.0351	0.1513	4.3099
OGs_OG0007302_Gbi_Lko.aln	0.0389	0.0708	1.8189
OGs_OG0007158_Gbi_Lko.aln	0.0184	0.0904	4.9019
OGs_OG0002526_Gbi_Lko.aln	0.082	0.3053	3.7232
OGs_OG0006483_Gbi_Lko.aln	0.0083	0.0275	3.3313
OGs_OG0004329_Gbi_Lko.aln	0.0454	0.18	3.9647
OGs_OG0005477_Gbi_Lko.aln	0.0198	0.0342	1.7226
OGs_OG0011506_Gbi_Lko.aln	0.0314	0.1259	4.0072
OGs_OG0007356_Gbi_Lko.aln	0.03	0.0486	1.6187
OGs_OG0001736_Gbi_Lko.aln	0.0474	0.1657	3.493
OGs_OG0006318_Gbi_Lko.aln	0.0066	0.0112	1.6919
OGs_OG0004862_Gbi_Lko.aln	0.0782	0.202	2.5826
OGs_OG0003236_Gbi_Lko.aln	0.0078	0.0387	4.9355
OGs_OG0001776_Gbi_Lko.aln	0.111	0.1672	1.506
OGs_OG0003792_Gbi_Lko.aln	0.064	0.1057	1.6513
OGs_OG0000219_Gbi_Lko.aln	0.0447	0.144	3.2257
OGs_OG0007966_Gbi_Lko.aln	0.2238	0.7531	3.3652
OGs_OG0008840_Gbi_Lko.aln	0.0925	0.3656	3.9511
OGs_OG0003521_Gbi_Lko.aln	0.0627	0.2074	3.3099
OGs_OG0008713_Gbi_Lko.aln	0.2201	0.4112	1.8681
OGs_OG0007488_Gbi_Lko.aln	0.072	0.2676	3.7186
OGs_OG0007001_Gbi_Lko.aln	0.2518	0.6406	2.5441
OGs_OG0004087_Gbi_Lko.aln	0.1027	0.2376	2.3134
OGs_OG0002706_Gbi_Lko.aln	0.5265	0.7267	1.3804
OGs_OG0004698_Gbi_Lko.aln	0.0073	0.0249	3.3906
OGs_OG0004770_Gbi_Lko.aln	0.0117	0.0504	4.3294
OGs_OG0006187_Gbi_Lko.aln	0.0396	0.1072	2.7047
OGs_OG0003608_Gbi_Lko.aln	0.076	0.2975	3.9138
OGs_OG0004841_Gbi_Lko.aln	0.0236	0.0237	1.0064
OGs_OG0002752_Gbi_Lko.aln	0.0176	0.0712	4.0375
OGs_OG0000019_Gbi_Lko.aln	0.478	0.884	1.8494
OGs_OG0010071_Gbi_Lko.aln	0.1774	0.364	2.0515
OGs_OG0006309_Gbi_Lko.aln	0.056	0.2188	3.91
OGs_OG0007989_Gbi_Lko.aln	0.0571	0.2004	3.508
OGs_OG0003097_Gbi_Lko.aln	0.0504	0.1975	3.9221
OGs_OG0002961_Gbi_Lko.aln	0.091	0.3595	3.9488
OGs_OG0004079_Gbi_Lko.aln	0.1183	0.1966	1.6618
OGs_OG0006148_Gbi_Lko.aln	0.09	0.1699	1.8873
OGs_OG0006984_Gbi_Lko.aln	0.1666	0.549	3.2949
OGs_OG0003507_Gbi_Lko.aln	0.0034	0.0131	3.8092
OGs_OG0001963_Gbi_Lko.aln	0.0503	0.2669	5.3095
OGs_OG0005607_Gbi_Lko.aln	0.0136	0.0711	5.2228
OGs_OG0009619_Gbi_Lko.aln	0.1027	0.2074	2.02
OGs_OG0007129_Gbi_Lko.aln	0.0925	0.1897	2.0509
OGs_OG0005145_Gbi_Lko.aln	0.0158	0.0663	4.195
OGs_OG0013456_Gbi_Lko.aln	0.0662	0.2247	3.3961
OGs_OG0005307_Gbi_Lko.aln	0.0507	0.0735	1.4485
OGs_OG0009318_Gbi_Lko.aln	0.0356	0.0776	2.1803
OGs_OG0003763_Gbi_Lko.aln	0.1165	0.2327	1.9968
OGs_OG0000516_Gbi_Lko.aln	0.0624	0.2825	4.5296
OGs_OG0002656_Gbi_Lko.aln	0.015	0.0785	5.2355
OGs_OG0001998_Gbi_Lko.aln	0.0295	0.1288	4.3656
OGs_OG0001415_Gbi_Lko.aln	0.0808	0.1528	1.8919
OGs_OG0006410_Gbi_Lko.aln	0.0614	0.1093	1.7792
OGs_OG0003735_Gbi_Lko.aln	0.0357	0.0554	1.5511
OGs_OG0004104_Gbi_Lko.aln	0.0384	0.1815	4.7254
OGs_OG0002990_Gbi_Lko.aln	0.0041	0.0058	1.4356
OGs_OG0002883_Gbi_Lko.aln	0.0379	0.0481	1.2671
OGs_OG0009601_Gbi_Lko.aln	0.1517	0.2778	1.8307
OGs_OG0004685_Gbi_Lko.aln	0.1344	0.1559	1.1601
OGs_OG0004166_Gbi_Lko.aln	0.047	0.102	2.1706
OGs_OG0005857_Gbi_Lko.aln	0.3184	0.5777	1.8145
OGs_OG0009400_Gbi_Lko.aln	0.0402	0.0957	2.3811
OGs_OG0002786_Gbi_Lko.aln	0.0401	0.0774	1.9303
OGs_OG0007813_Gbi_Lko.aln	0.0302	0.1305	4.3267
OGs_OG0005800_Gbi_Lko.aln	0.0235	0.0917	3.9069
OGs_OG0013525_Gbi_Lko.aln	0.0874	0.4218	4.8284
OGs_OG0002822_Gbi_Lko.aln	0.0617	0.0763	1.2378
OGs_OG0009343_Gbi_Lko.aln	0.1103	0.368	3.3378
OGs_OG0007644_Gbi_Lko.aln	0.0587	0.2375	4.0453
OGs_OG0007273_Gbi_Lko.aln	0.0731	0.162	2.2144
OGs_OG0006282_Gbi_Lko.aln	0.0956	0.4324	4.5254
OGs_OG0008275_Gbi_Lko.aln	0.0669	0.2813	4.2045
OGs_OG0013625_Gbi_Lko.aln	0.0406	0.1265	3.114
OGs_OG0005353_Gbi_Lko.aln	0.1866	0.2852	1.5289
OGs_OG0006066_Gbi_Lko.aln	0.0508	0.159	3.1319
OGs_OG0005742_Gbi_Lko.aln	0.011	0.0412	3.7428
OGs_OG0003721_Gbi_Lko.aln	0.0945	0.2179	2.3047
OGs_OG0004511_Gbi_Lko.aln	0.0312	0.0683	2.1904
OGs_OG0004369_Gbi_Lko.aln	0.0293	0.0676	2.3035
OGs_OG0009088_Gbi_Lko.aln	0.1965	0.2573	1.3092
OGs_OG0004177_Gbi_Lko.aln	0.031	0.0985	3.1831
OGs_OG0013438_Gbi_Lko.aln	0.0573	0.0579	1.0107
OGs_OG0006711_Gbi_Lko.aln	0.1886	0.5984	3.1725
OGs_OG0005849_Gbi_Lko.aln	0.0411	0.2283	5.5545
OGs_OG0007179_Gbi_Lko.aln	0.1301	0.5188	3.9886
OGs_OG0002695_Gbi_Lko.aln	0.024	0.0946	3.9395
OGs_OG0007014_Gbi_Lko.aln	0.1067	0.3507	3.2869
OGs_OG0003617_Gbi_Lko.aln	0.0002	0.0173	99.0
OGs_OG0005594_Gbi_Lko.aln	0.0686	0.0463	0.6749
OGs_OG0007902_Gbi_Lko.aln	0.2955	0.4977	1.6843
OGs_OG0009529_Gbi_Lko.aln	0.1418	0.531	3.7457
OGs_OG0002871_Gbi_Lko.aln	0.0378	0.1514	3.9999
OGs_OG0002082_Gbi_Lko.aln	0.1829	0.3724	2.0368
OGs_OG0011489_Gbi_Lko.aln	0.1307	0.5276	4.0383
OGs_OG0000849_Gbi_Lko.aln	0.1147	0.3141	2.7389
OGs_OG0000726_Gbi_Lko.aln	0.0235	0.1052	4.4805
OGs_OG0008046_Gbi_Lko.aln	0.0709	0.2699	3.8061
OGs_OG0006056_Gbi_Lko.aln	0.0817	0.316	3.8663
OGs_OG0006858_Gbi_Lko.aln	0.084	0.1445	1.7211
OGs_OG0006063_Gbi_Lko.aln	0.0036	0.0178	4.9741
OGs_OG0009643_Gbi_Lko.aln	0.1028	0.3531	3.4348
OGs_OG0013347_Gbi_Lko.aln	0.0042	0.4197	99.0
OGs_OG0007215_Gbi_Lko.aln	0.0045	0.4416	99.0
OGs_OG0003642_Gbi_Lko.aln	0.1469	0.2843	1.9357
OGs_OG0004007_Gbi_Lko.aln	0.1148	0.4308	3.7518
OGs_OG0003109_Gbi_Lko.aln	0.0185	0.0895	4.8319
OGs_OG0006692_Gbi_Lko.aln	0.1405	0.3232	2.3
OGs_OG0004061_Gbi_Lko.aln	0.0257	0.092	3.5754
OGs_OG0006791_Gbi_Lko.aln	0.0401	0.1746	4.359
OGs_OG0001442_Gbi_Lko.aln	0.0699	0.3183	4.5508
OGs_OG0001444_Gbi_Lko.aln	0.0909	0.4406	4.8483
OGs_OG0005891_Gbi_Lko.aln	0.0261	0.1044	3.9974
OGs_OG0006484_Gbi_Lko.aln	0.8382	2.6728	3.1888
OGs_OG0000514_Gbi_Lko.aln	0.0471	0.1944	4.1299
OGs_OG0005023_Gbi_Lko.aln	0.0171	0.0435	2.5458
OGs_OG0001511_Gbi_Lko.aln	0.0404	0.0546	1.3496
OGs_OG0007980_Gbi_Lko.aln	0.1501	0.2998	1.9975
OGs_OG0013606_Gbi_Lko.aln	0.1254	0.3451	2.7527
OGs_OG0005734_Gbi_Lko.aln	0.0177	0.078	4.3999
OGs_OG0001962_Gbi_Lko.aln	0.1069	0.2516	2.3529
OGs_OG0005460_Gbi_Lko.aln	0.0238	0.0926	3.8856
OGs_OG0005502_Gbi_Lko.aln	0.0917	0.3492	3.8074
OGs_OG0006110_Gbi_Lko.aln	0.052	0.1533	2.9475
OGs_OG0001333_Gbi_Lko.aln	0.0861	0.0846	0.9825
OGs_OG0001835_Gbi_Lko.aln	0.0237	0.1001	4.2152
OGs_OG0005138_Gbi_Lko.aln	0.0149	0.069	4.6394
OGs_OG0007736_Gbi_Lko.aln	0.0742	0.326	4.3927
OGs_OG0004957_Gbi_Lko.aln	0.0809	0.3731	4.6106
OGs_OG0007130_Gbi_Lko.aln	0.0302	0.1012	3.3556
OGs_OG0005815_Gbi_Lko.aln	0.0383	0.0728	1.8995
OGs_OG0002564_Gbi_Lko.aln	0.079	0.3684	4.6618
OGs_OG0003135_Gbi_Lko.aln	0.0107	0.0263	2.4492
OGs_OG0002279_Gbi_Lko.aln	0.0949	0.2909	3.0655
OGs_OG0003904_Gbi_Lko.aln	0.0083	0.0456	5.4976
OGs_OG0000378_Gbi_Lko.aln	0.1917	0.502	2.6185
OGs_OG0004451_Gbi_Lko.aln	0.0928	0.3797	4.0929
OGs_OG0009573_Gbi_Lko.aln	0.3394	1.2106	3.5674
OGs_OG0002390_Gbi_Lko.aln	0.014	0.0755	5.4046
OGs_OG0008347_Gbi_Lko.aln	0.0482	0.2213	4.5914
OGs_OG0003132_Gbi_Lko.aln	0.0514	0.185	3.5966
OGs_OG0007348_Gbi_Lko.aln	0.0685	0.2697	3.9367
OGs_OG0006338_Gbi_Lko.aln	0.0558	0.241	4.3161
OGs_OG0007096_Gbi_Lko.aln	0.0184	0.0889	4.8364
OGs_OG0005836_Gbi_Lko.aln	0.2092	0.4774	2.2822
OGs_OG0002567_Gbi_Lko.aln	0.3696	0.349	0.9444
OGs_OG0005514_Gbi_Lko.aln	0.0687	0.1128	1.6427
OGs_OG0003480_Gbi_Lko.aln	0.0583	0.0764	1.312
OGs_OG0004342_Gbi_Lko.aln	0.017	0.0724	4.2533
OGs_OG0003390_Gbi_Lko.aln	0.0422	0.0809	1.9167
OGs_OG0002824_Gbi_Lko.aln	0.1213	0.2921	2.4072
OGs_OG0013573_Gbi_Lko.aln	0.0519	0.1796	3.4625
OGs_OG0006385_Gbi_Lko.aln	0.0305	0.1291	4.2293
OGs_OG0013478_Gbi_Lko.aln	0.048	0.1493	3.1097
OGs_OG0005079_Gbi_Lko.aln	0.0319	0.127	3.9822
OGs_OG0007354_Gbi_Lko.aln	0.0242	0.0403	1.6647
OGs_OG0007766_Gbi_Lko.aln	0.2854	0.3538	1.2397
OGs_OG0006349_Gbi_Lko.aln	0.018	0.0879	4.8864
OGs_OG0004361_Gbi_Lko.aln	0.0414	0.1812	4.3776
OGs_OG0005682_Gbi_Lko.aln	0.0673	0.3307	4.9128
OGs_OG0002450_Gbi_Lko.aln	0.1149	0.3693	3.2128
OGs_OG0009359_Gbi_Lko.aln	0.0713	0.1658	2.3255
OGs_OG0002209_Gbi_Lko.aln	0.1431	0.3407	2.3816
OGs_OG0013603_Gbi_Lko.aln	0.1673	0.4108	2.4551
OGs_OG0007817_Gbi_Lko.aln	0.1123	0.4389	3.9103
OGs_OG0003491_Gbi_Lko.aln	0.0199	0.1092	5.4847
OGs_OG0004995_Gbi_Lko.aln	0.035	0.1402	4.0033
OGs_OG0003857_Gbi_Lko.aln	0.042	0.1671	3.9825
OGs_OG0002235_Gbi_Lko.aln	0.0116	0.0039	0.333
OGs_OG0005484_Gbi_Lko.aln	0.038	0.1564	4.1176
OGs_OG0002459_Gbi_Lko.aln	0.018	0.0529	2.9407
OGs_OG0003803_Gbi_Lko.aln	0.0802	0.145	1.8074
OGs_OG0002097_Gbi_Lko.aln	0.0358	0.1208	3.373
OGs_OG0004865_Gbi_Lko.aln	0.0985	0.1383	1.4042
OGs_OG0002724_Gbi_Lko.aln	0.0827	0.3131	3.7876
OGs_OG0001311_Gbi_Lko.aln	0.2049	0.3468	1.6927
OGs_OG0006805_Gbi_Lko.aln	0.0681	0.0472	0.6929
OGs_OG0006316_Gbi_Lko.aln	0.004	0.0174	4.3033
OGs_OG0006364_Gbi_Lko.aln	0.0272	0.1084	3.9832
OGs_OG0005252_Gbi_Lko.aln	0.0439	0.1167	2.6559
OGs_OG0006019_Gbi_Lko.aln	0.0732	0.3062	4.183
OGs_OG0007944_Gbi_Lko.aln	0.0756	0.143	1.8916
OGs_OG0005351_Gbi_Lko.aln	0.0922	0.323	3.5031
OGs_OG0005887_Gbi_Lko.aln	0.0225	0.0568	2.521
OGs_OG0004015_Gbi_Lko.aln	0.0471	0.2461	5.2275
OGs_OG0003134_Gbi_Lko.aln	0.0347	0.1076	3.0994
OGs_OG0013387_Gbi_Lko.aln	0.1045	0.2506	2.3995
OGs_OG0008285_Gbi_Lko.aln	0.0241	0.0915	3.7982
OGs_OG0013355_Gbi_Lko.aln	0.1389	0.2541	1.8296
OGs_OG0005980_Gbi_Lko.aln	0.0796	0.1457	1.8305
OGs_OG0005068_Gbi_Lko.aln	0.0709	0.2177	3.0714
OGs_OG0007575_Gbi_Lko.aln	0.0161	0.0204	1.2681
OGs_OG0006312_Gbi_Lko.aln	0.0078	0.0138	1.7702
OGs_OG0002341_Gbi_Lko.aln	0.0259	0.1014	3.9112
OGs_OG0006262_Gbi_Lko.aln	0.1448	0.4063	2.8059
OGs_OG0003896_Gbi_Lko.aln	0.1406	0.296	2.1047
OGs_OG0009528_Gbi_Lko.aln	0.1523	0.2751	1.8061
OGs_OG0006341_Gbi_Lko.aln	0.029	0.1276	4.395
OGs_OG0003647_Gbi_Lko.aln	0.0297	0.0952	3.2045
OGs_OG0006383_Gbi_Lko.aln	0.0534	0.2186	4.09
OGs_OG0004044_Gbi_Lko.aln	0.0347	0.063	1.8173
OGs_OG0009968_Gbi_Lko.aln	0.2601	0.8644	3.3227
OGs_OG0003825_Gbi_Lko.aln	0.1691	0.3703	2.1899
OGs_OG0008252_Gbi_Lko.aln	0.0384	0.1218	3.1697
OGs_OG0013414_Gbi_Lko.aln	0.2095	0.3923	1.8729
OGs_OG0004633_Gbi_Lko.aln	0.0723	0.2436	3.3702
OGs_OG0006667_Gbi_Lko.aln	0.2032	0.3523	1.7336
OGs_OG0007238_Gbi_Lko.aln	0.0189	0.0835	4.4106
OGs_OG0003468_Gbi_Lko.aln	0.0121	0.0155	1.2868
OGs_OG0001504_Gbi_Lko.aln	0.0544	0.2005	3.6856
OGs_OG0006801_Gbi_Lko.aln	0.0872	0.265	3.0411
OGs_OG0003302_Gbi_Lko.aln	0.0289	0.054	1.8704
OGs_OG0007132_Gbi_Lko.aln	0.0324	0.0791	2.4396
OGs_OG0008330_Gbi_Lko.aln	0.1498	0.4607	3.0751
OGs_OG0002047_Gbi_Lko.aln	0.0448	0.183	4.0829
OGs_OG0004599_Gbi_Lko.aln	0.1045	0.2129	2.0369
OGs_OG0007089_Gbi_Lko.aln	0.0244	0.1023	4.1966
OGs_OG0001373_Gbi_Lko.aln	0.1448	0.2763	1.9079
OGs_OG0013457_Gbi_Lko.aln	0.1068	0.4752	4.4505
OGs_OG0010688_Gbi_Lko.aln	0.2085	0.1736	0.8323
OGs_OG0003276_Gbi_Lko.aln	0.0234	0.0603	2.5795
OGs_OG0003800_Gbi_Lko.aln	0.07	0.1208	1.7253
OGs_OG0013319_Gbi_Lko.aln	0.199	0.2985	1.5001
OGs_OG0003411_Gbi_Lko.aln	0.056	0.1352	2.4132
OGs_OG0007108_Gbi_Lko.aln	0.0099	0.0303	3.0644
OGs_OG0013531_Gbi_Lko.aln	0.4002	0.6879	1.7189
OGs_OG0008860_Gbi_Lko.aln	0.1278	0.4884	3.8204
OGs_OG0003725_Gbi_Lko.aln	0.0583	0.2369	4.065
OGs_OG0004768_Gbi_Lko.aln	0.0633	0.2886	4.5593
OGs_OG0005819_Gbi_Lko.aln	0.0889	0.1519	1.7084
OGs_OG0002050_Gbi_Lko.aln	0.0987	0.2203	2.232
OGs_OG0003531_Gbi_Lko.aln	0.0167	0.0794	4.7628
OGs_OG0011059_Gbi_Lko.aln	0.1241	0.2814	2.2677
OGs_OG0013596_Gbi_Lko.aln	0.312	0.7302	2.3404
OGs_OG0004134_Gbi_Lko.aln	0.0766	0.144	1.8785
OGs_OG0005539_Gbi_Lko.aln	0.0379	0.1714	4.5169
OGs_OG0013551_Gbi_Lko.aln	0.191	0.3413	1.7872
OGs_OG0005873_Gbi_Lko.aln	0.0227	0.0959	4.2233
OGs_OG0001050_Gbi_Lko.aln	0.115	0.1507	1.3105
OGs_OG0002872_Gbi_Lko.aln	0.0377	0.1015	2.6923
OGs_OG0004356_Gbi_Lko.aln	0.0989	0.3059	3.0925
OGs_OG0006169_Gbi_Lko.aln	0.0574	0.0924	1.6086
OGs_OG0005088_Gbi_Lko.aln	0.0419	0.0862	2.0555
OGs_OG0004840_Gbi_Lko.aln	0.0614	0.2643	4.3031
OGs_OG0004915_Gbi_Lko.aln	0.031	0.1166	3.7654
OGs_OG0006666_Gbi_Lko.aln	0.0913	0.2961	3.2439
OGs_OG0005617_Gbi_Lko.aln	0.0427	0.1854	4.339
OGs_OG0006719_Gbi_Lko.aln	0.1042	0.3937	3.7788
OGs_OG0001125_Gbi_Lko.aln	0.0314	0.1295	4.1213
OGs_OG0003619_Gbi_Lko.aln	0.0047	0.016	3.3876
OGs_OG0003322_Gbi_Lko.aln	0.0378	0.0805	2.1323
OGs_OG0013642_Gbi_Lko.aln	0.1615	0.3171	1.9632
OGs_OG0006048_Gbi_Lko.aln	0.0499	0.1862	3.7322
OGs_OG0013298_Gbi_Lko.aln	0.1443	0.2853	1.9764
OGs_OG0006811_Gbi_Lko.aln	0.0252	0.1236	4.8955
OGs_OG0004885_Gbi_Lko.aln	0.0194	0.0377	1.9463
OGs_OG0006833_Gbi_Lko.aln	0.0429	0.1533	3.5722
OGs_OG0000652_Gbi_Lko.aln	0.163	0.5064	3.1066
OGs_OG0011528_Gbi_Lko.aln	0.1555	0.2985	1.919
OGs_OG0004996_Gbi_Lko.aln	0.1757	0.6548	3.7274
OGs_OG0006325_Gbi_Lko.aln	0.0078	0.0403	5.1338
OGs_OG0006698_Gbi_Lko.aln	0.0925	0.3355	3.6269
OGs_OG0001570_Gbi_Lko.aln	0.036	0.1872	5.1934
OGs_OG0003240_Gbi_Lko.aln	0.3698	0.4969	1.3437
OGs_OG0008699_Gbi_Lko.aln	0.0464	0.0931	2.0075
OGs_OG0004183_Gbi_Lko.aln	0.0093	0.0475	5.1193
OGs_OG0004602_Gbi_Lko.aln	0.0952	0.3349	3.5194
OGs_OG0007321_Gbi_Lko.aln	0.028	0.125	4.4614
OGs_OG0004763_Gbi_Lko.aln	0.019	0.0803	4.23
OGs_OG0003795_Gbi_Lko.aln	0.0479	0.1995	4.1641
OGs_OG0002857_Gbi_Lko.aln	0.0585	0.1821	3.1144
OGs_OG0005711_Gbi_Lko.aln	0.0869	0.2758	3.1735
OGs_OG0013691_Gbi_Lko.aln	0.0406	0.08	1.9696
OGs_OG0004506_Gbi_Lko.aln	0.009	0.018	1.9964
OGs_OG0008110_Gbi_Lko.aln	0.0824	0.1509	1.8306
OGs_OG0001754_Gbi_Lko.aln	0.0483	0.1952	4.0379
OGs_OG0001541_Gbi_Lko.aln	0.0869	0.3908	4.4974
OGs_OG0004157_Gbi_Lko.aln	0.0536	0.0861	1.6067
OGs_OG0001910_Gbi_Lko.aln	0.0454	0.1435	3.1593
OGs_OG0000182_Gbi_Lko.aln	0.0564	0.2047	3.6284
OGs_OG0005119_Gbi_Lko.aln	0.0229	0.065	2.8345
OGs_OG0009726_Gbi_Lko.aln	0.1114	0.3899	3.5001
OGs_OG0005611_Gbi_Lko.aln	0.0068	0.0305	4.47
OGs_OG0008306_Gbi_Lko.aln	0.2426	0.649	2.675
OGs_OG0000933_Gbi_Lko.aln	0.0957	0.218	2.2772
OGs_OG0004072_Gbi_Lko.aln	0.0638	0.2745	4.2998
OGs_OG0004779_Gbi_Lko.aln	0.0707	0.2863	4.0493
OGs_OG0005271_Gbi_Lko.aln	0.0424	0.0866	2.0441
OGs_OG0006737_Gbi_Lko.aln	0.2642	0.4357	1.6494
OGs_OG0004875_Gbi_Lko.aln	0.0062	0.0251	4.0565
OGs_OG0000715_Gbi_Lko.aln	0.1119	0.5432	4.8523
OGs_OG0003257_Gbi_Lko.aln	0.0265	0.1204	4.5489
OGs_OG0000672_Gbi_Lko.aln	0.0355	0.1486	4.1887
OGs_OG0013612_Gbi_Lko.aln	0.0351	0.1236	3.5248
OGs_OG0003848_Gbi_Lko.aln	0.0695	0.3227	4.6432
OGs_OG0002691_Gbi_Lko.aln	0.0057	0.0154	2.7127
OGs_OG0003686_Gbi_Lko.aln	0.1247	0.6103	4.8944
OGs_OG0005432_Gbi_Lko.aln	0.0322	0.1111	3.4495
OGs_OG0000978_Gbi_Lko.aln	0.0129	0.0503	3.8917
OGs_OG0006232_Gbi_Lko.aln	0.0286	0.1238	4.3257
OGs_OG0002167_Gbi_Lko.aln	0.0175	0.0922	5.2831
OGs_OG0003840_Gbi_Lko.aln	0.061	0.2254	3.6931
OGs_OG0005397_Gbi_Lko.aln	0.0658	0.3102	4.7148
OGs_OG0008031_Gbi_Lko.aln	0.0585	0.2325	3.9739
OGs_OG0007109_Gbi_Lko.aln	0.0611	0.2673	4.3723
OGs_OG0007522_Gbi_Lko.aln	0.1822	0.3196	1.7547
OGs_OG0011564_Gbi_Lko.aln	0.0304	0.1052	3.4634
OGs_OG0005003_Gbi_Lko.aln	0.1322	0.2248	1.7004
OGs_OG0001572_Gbi_Lko.aln	0.0755	0.3697	4.8946
OGs_OG0009628_Gbi_Lko.aln	0.0139	0.0177	1.2766
OGs_OG0008493_Gbi_Lko.aln	0.1487	0.2302	1.5485
OGs_OG0003410_Gbi_Lko.aln	0.1569	0.377	2.403
OGs_OG0002206_Gbi_Lko.aln	0.0209	0.0685	3.2805
OGs_OG0002261_Gbi_Lko.aln	0.2194	0.311	1.4173
OGs_OG0004187_Gbi_Lko.aln	0.04	0.1755	4.3837
OGs_OG0002957_Gbi_Lko.aln	0.0083	0.0127	1.5388
OGs_OG0005224_Gbi_Lko.aln	0.1132	0.3942	3.4822
OGs_OG0002253_Gbi_Lko.aln	0.015	0.0372	2.4757
OGs_OG0006381_Gbi_Lko.aln	0.0373	0.0661	1.7737
OGs_OG0006091_Gbi_Lko.aln	0.0812	0.1544	1.9006
OGs_OG0007368_Gbi_Lko.aln	0.1	0.0704	0.7039
OGs_OG0002555_Gbi_Lko.aln	0.0437	0.1224	2.8022
OGs_OG0006319_Gbi_Lko.aln	0.0484	0.2302	4.7529
OGs_OG0003068_Gbi_Lko.aln	0.0609	0.0887	1.4571
OGs_OG0002020_Gbi_Lko.aln	0.0376	0.0816	2.1684
OGs_OG0007333_Gbi_Lko.aln	0.0251	0.0865	3.4408
OGs_OG0007255_Gbi_Lko.aln	0.0751	0.2286	3.0424
OGs_OG0006613_Gbi_Lko.aln	0.0644	0.1507	2.3385
OGs_OG0005278_Gbi_Lko.aln	0.006	0.0224	3.7512
OGs_OG0008328_Gbi_Lko.aln	0.0635	0.1647	2.5946
OGs_OG0002369_Gbi_Lko.aln	0.0213	0.157	7.3636
OGs_OG0000588_Gbi_Lko.aln	0.0324	0.1642	5.0647
OGs_OG0008073_Gbi_Lko.aln	0.0119	0.0489	4.1192
OGs_OG0005091_Gbi_Lko.aln	0.0055	0.0229	4.1959
OGs_OG0005531_Gbi_Lko.aln	0.1325	0.2455	1.8534
OGs_OG0013694_Gbi_Lko.aln	0.2728	0.6466	2.3706
OGs_OG0003298_Gbi_Lko.aln	0.097	0.4787	4.9333
OGs_OG0008535_Gbi_Lko.aln	0.1053	0.3702	3.5157
OGs_OG0001094_Gbi_Lko.aln	0.025	0.0386	1.543
OGs_OG0004510_Gbi_Lko.aln	0.0091	0.0275	3.0253
OGs_OG0003564_Gbi_Lko.aln	0.0375	0.1434	3.8217
OGs_OG0004348_Gbi_Lko.aln	0.099	0.4448	4.4923
OGs_OG0005704_Gbi_Lko.aln	0.0658	0.2323	3.5308
OGs_OG0010099_Gbi_Lko.aln	0.0799	0.2616	3.2741
OGs_OG0005956_Gbi_Lko.aln	0.0661	0.1069	1.6178
OGs_OG0006065_Gbi_Lko.aln	0.0343	0.129	3.7622
OGs_OG0006158_Gbi_Lko.aln	0.0154	0.0605	3.931
OGs_OG0002031_Gbi_Lko.aln	0.1539	0.2879	1.8712
OGs_OG0006310_Gbi_Lko.aln	0.0804	0.3349	4.164
OGs_OG0005745_Gbi_Lko.aln	0.0447	0.0635	1.4216
OGs_OG0003571_Gbi_Lko.aln	0.0423	0.1601	3.7818
OGs_OG0006441_Gbi_Lko.aln	0.0217	0.096	4.4322
OGs_OG0003269_Gbi_Lko.aln	0.1317	0.323	2.4523
OGs_OG0007186_Gbi_Lko.aln	0.1063	0.3564	3.3539
OGs_OG0006213_Gbi_Lko.aln	0.007	0.0054	0.773
OGs_OG0005651_Gbi_Lko.aln	0.0	-0.0	2.9635
OGs_OG0006351_Gbi_Lko.aln	0.009	0.0368	4.076
OGs_OG0000956_Gbi_Lko.aln	0.0498	0.2427	4.8774
